Transaction Date,Post Date,Description,Category,Type,Amount,Memo,12,,Year
08/24/2022,08/25/2022,TPC*PROACTIV,Personal,Sale,-30.94,,,,2022
08/24/2022,08/25/2022,AMZN Mktp US*UC15O8T53,Shopping,Sale,-24.37,,,,2022
08/23/2022,08/24/2022,FUENTES AUTOMOTIVE,Automotive,Sale,-407.4,,,,2022
08/23/2022,08/24/2022,SEIZE THE BAGEL,Food & Drink,Sale,-8.73,,,,2022
08/23/2022,08/23/2022,Subway 21691,Food & Drink,Sale,-14.26,,,,2022
08/23/2022,08/25/2022,7-ELEVEN 26074,Gas,Sale,-5.73,,,,2022
08/23/2022,08/24/2022,FRED MEYER 0140,Groceries,Sale,-12.27,,,,2022
08/23/2022,08/24/2022,WALGREENS #5816,Health & Wellness,Sale,-0.93,,,,2022
08/23/2022,08/25/2022,KATHLEENS HALLMARK,Shopping,Sale,-37.86,,,,2022
08/22/2022,08/23/2022,DYNW JOHNSTON RIDGE OBSER,Travel,Sale,-6.24,,,,2022
08/21/2022,08/22/2022,HARRIS TEETER 303,Groceries,Sale,-125.81,,,,2022
08/20/2022,08/21/2022,WOODSTONE STABLES &amp; PE,Entertainment,Sale,-20,,,,2022
08/20/2022,08/21/2022,5GUYS 4002 ECOMM,Food & Drink,Sale,-31.76,,,,2022
08/20/2022,08/21/2022,SQ *SWIRLIE'S SOFT SERVE,Food & Drink,Sale,-5.23,,,,2022
08/20/2022,08/21/2022,FRED MEYER 0460,Groceries,Sale,-34.31,,,,2022
08/20/2022,08/21/2022,WALGREENS #13989,Health & Wellness,Sale,-8.2,,,,2022
08/19/2022,08/21/2022,MPOA GO KART TRACK,Entertainment,Sale,-18,,,,2022
08/19/2022,08/21/2022,MPOA-MINI GOLF,Entertainment,Sale,-20,,,,2022
08/19/2022,08/22/2022,CAMPFIRE GRILL,Food & Drink,Sale,-106.38,,,,2022
08/18/2022,08/19/2022,SHENANDOAHRIVEROUTFITTERS,Entertainment,Sale,-42.12,,,,2022
08/18/2022,08/21/2022,KIKIS TACOS  MARGARITA B,Food & Drink,Sale,-15.65,,,,2022
08/18/2022,08/21/2022,PIG 'N PANCAKE-LINCOLN,Food & Drink,Sale,-17.75,,,,2022
08/18/2022,08/19/2022,BP#9823576GO-MART #129,Gas,Sale,-62.73,,,,2022
08/18/2022,08/19/2022,FOOD LION #0596,Groceries,Sale,-18.53,,,,2022
08/18/2022,08/19/2022,LS FREEDOM SHOP CANNON,Shopping,Sale,-35,,,,2022
08/17/2022,08/18/2022,FOOD LION #0596,Groceries,Sale,-33.95,,,,2022
08/17/2022,08/18/2022,FOOD LION #0596,Groceries,Sale,-4.28,,,,2022
08/17/2022,08/19/2022,SAFEWAY #0415,Groceries,Sale,-10.18,,,,2022
08/16/2022,08/17/2022,LINS FAMILY RESTAURANT,Food & Drink,Sale,-13.5,,,,2022
08/16/2022,08/17/2022,TST* Kitchen Table Cafe -,Food & Drink,Sale,-22.07,,,,2022
08/16/2022,08/18/2022,SAFEWAY #0415,Groceries,Sale,-3.39,,,,2022
08/15/2022,08/16/2022,CAFE RIO 0043 MANASSAS,Food & Drink,Sale,-12.86,,,,2022
08/15/2022,08/17/2022,TST* Hanks Grille &amp; Cater,Food & Drink,Sale,-88.74,,,,2022
08/15/2022,08/16/2022,FRED MEYER 0140,Groceries,Sale,-9.32,,,,2022
08/15/2022,08/16/2022,COSTCO WHSE #0772,Shopping,Sale,-3.24,,,,2022
08/15/2022,08/16/2022,GENERAL STORE MASSNTN,Shopping,Sale,-14.82,,,,2022
08/14/2022,08/14/2022,VZWRLSS*APOCC VISE,Bills & Utilities,Sale,-131.39,,,,2022
08/14/2022,08/14/2022,DEGGELLER FOODS INC,Food & Drink,Sale,-10,,,,2022
08/14/2022,08/15/2022,MARTINS 6424,Groceries,Sale,-35.71,,,,2022
08/14/2022,08/16/2022,IAD WASHINGTONIAN SHOP,Shopping,Sale,-6.02,,,,2022
08/13/2022,08/15/2022,USAA INSURANCE PAYMENT,Bills & Utilities,Sale,-101.26,,,,2022
08/13/2022,08/15/2022,PRINCE WILLIAM COUNTY FAI,Entertainment,Sale,-36,,,,2022
08/13/2022,08/14/2022,GIANT FOOD INC #227,Groceries,Sale,-25.33,,,,2022
08/13/2022,08/14/2022,SQ *TIMMONS CONCESSIONS I,Personal,Sale,-46,,,,2022
08/12/2022,08/14/2022,SQ *SWIRLIE'S SOFT SERVE,Food & Drink,Sale,-13.64,,,,2022
08/12/2022,08/14/2022,BP#4843108GODWIN BP,Gas,Sale,-68.11,,,,2022
08/11/2022,08/14/2022,BLAZE PIZZA -WILLIAMSBURG,Food & Drink,Sale,-26.66,,,,2022
08/11/2022,08/12/2022,CAFE RIO 0043 MANASSAS,Food & Drink,Sale,-15.05,,,,2022
08/11/2022,08/12/2022,CHIPOTLE 0729,Food & Drink,Sale,-12.32,,,,2022
08/11/2022,08/12/2022,WAWA 663      00006635,Gas,Sale,-48.78,,,,2022
08/11/2022,08/12/2022,HAIR CUTTERY 4116 MANASSA,Personal,Sale,-28.8,,,,2022
08/10/2022,08/11/2022,BUBBAS ICE CREAM SHAC,Food & Drink,Sale,-6.71,,,,2022
08/10/2022,08/11/2022,SNACK SODA VENDING,Food & Drink,Sale,-2.65,,,,2022
08/09/2022,08/10/2022,NETFLIX.COM,Entertainment,Sale,-8.47,,,,2022
08/09/2022,08/11/2022,EL SABOR MEXICANO RESTAUR,Food & Drink,Sale,-27.85,,,,2022
08/09/2022,08/11/2022,OUTBACK 4726,Food & Drink,Sale,-71.36,,,,2022
08/09/2022,08/10/2022,WAL-MART #3219,Groceries,Sale,-8.45,,,,2022
08/09/2022,08/10/2022,DOLLAR TREE,Shopping,Sale,-12.37,,,,2022
08/09/2022,08/10/2022,JAMESTOWN SETTLEMENT G,Travel,Sale,-11.05,,,,2022
08/08/2022,08/09/2022,SQ *BOUCHER BROTHERS MANA,Entertainment,Sale,-15,,,,2022
08/08/2022,08/10/2022,RED LOBSTER 0647,Food & Drink,Sale,-89.77,,,,2022
08/08/2022,08/10/2022,TST* Harvest - Virginia B,Food & Drink,Sale,-51.19,,,,2022
08/08/2022,08/09/2022,WYTHE CANDY &amp; GOURMET,Food & Drink,Sale,-13.4,,,,2022
08/07/2022,08/08/2022,JAMESTOWN YORKTOWN FOUNDA,Bills & Utilities,Sale,-60,,,,2022
08/07/2022,08/09/2022,516PEPSIVEN9147678600,Food & Drink,Sale,-2.6,,,,2022
08/07/2022,08/08/2022,MCDONALD'S M7641 OF VA,Food & Drink,Sale,-8.23,,,,2022
08/07/2022,08/09/2022,YORKTOWN PUB,Food & Drink,Sale,-43.74,,,,2022
08/07/2022,08/08/2022,HARRIS TEETER 303,Groceries,Sale,-44.12,,,,2022
08/07/2022,08/08/2022,WAL-MART #5754,Groceries,Sale,-10.05,,,,2022
08/07/2022,08/08/2022,YORKTOWN GIFT SHOP,Travel,Sale,-7.37,,,,2022
08/06/2022,08/08/2022,BAKERY,Food & Drink,Sale,-4.03,,,,2022
08/06/2022,08/07/2022,GOLDEN CORRAL 800,Food & Drink,Sale,-42.7,,,,2022
08/06/2022,08/07/2022,KOHL'S #1175,Shopping,Sale,-21.59,,,,2022
08/06/2022,08/07/2022,LEVIS OUTLET 213,Shopping,Sale,-71.55,,,,2022
08/05/2022,08/07/2022,5GUYS 4002 QSR,Food & Drink,Sale,-24.65,,,,2022
08/05/2022,08/07/2022,MASON DIXON CAFE - STA,Food & Drink,Sale,-21.72,,,,2022
08/05/2022,08/07/2022,PUBLIX #1635,Groceries,Sale,-76.26,,,,2022
08/05/2022,08/07/2022,WALGREENS #13989,Health & Wellness,Sale,-16.9,,,,2022
08/04/2022,08/04/2022,VERIZON*RECURRING PAY,Bills & Utilities,Sale,-190.46,,,,2022
08/04/2022,08/05/2022,WAL-MART #1825,Groceries,Sale,-22.92,,,,2022
08/03/2022,08/05/2022,OLIVE GARDEN  00013672,Food & Drink,Sale,-18.15,,,,2022
08/03/2022,08/05/2022,RED LOBSTER 0647,Food & Drink,Sale,-159.9,,,,2022
08/03/2022,08/04/2022,WAL-MART #1825,Groceries,Sale,-27.7,,,,2022
08/02/2022,08/03/2022,WEGMANS #42,Groceries,Sale,-3.84,,,,2022
08/02/2022,08/03/2022,LIGHTER USA,Personal,Sale,-27.95,,,,2022
08/01/2022,08/02/2022,DIGITALOCEAN.COM,Professional Services,Sale,-6,,,,2022
08/01/2022,08/02/2022,GIANT FOOD INC #227,Groceries,Sale,-18.53,,,,2022
08/01/2022,08/02/2022,WEB*REGISTERWEBSITE,Professional Services,Sale,-134.72,,,,2022
08/01/2022,08/02/2022,KOHL'S #0326,Shopping,Sale,-13.6,,,,2022
08/01/2022,08/02/2022,KOHL'S #0326,Shopping,Sale,-3.15,,,,2022
07/31/2022,07/31/2022,MCALLISTER'S DELI #1331,Food & Drink,Sale,-13.44,,,,2022
07/31/2022,08/01/2022,HARRIS TEETER 303,Groceries,Sale,-150,,,,2022
07/31/2022,08/01/2022,Amazon.com*9Z48583N3,Shopping,Sale,-11.44,,,,2022
07/31/2022,08/01/2022,Amazon.com*AQ6K61MJ3,Shopping,Sale,-14.71,,,,2022
07/31/2022,08/01/2022,Amazon.com*DX11L8DM3,Shopping,Sale,-18.92,,,,2022
07/31/2022,08/01/2022,Amazon.com*OC9E02UA3,Shopping,Sale,-45.04,,,,2022
07/31/2022,08/01/2022,Amazon.com*RB0O41I73,Shopping,Sale,-12.53,,,,2022
07/30/2022,07/31/2022,APPLE.COM/BILL,Bills & Utilities,Sale,-0.99,,,,2022
07/30/2022,07/31/2022,MCDONALD'S M7641 OF VA,Food & Drink,Sale,-8.23,,,,2022
07/30/2022,08/01/2022,EXXONMOBIL    48280424,Gas,Sale,-70.49,,,,2022
07/29/2022,07/31/2022,CHILIS GRILL &amp; BAR #1816,Food & Drink,Sale,-20.48,,,,2022
07/29/2022,07/31/2022,WALGREENS #13989,Health & Wellness,Sale,-10.25,,,,2022
07/29/2022,07/31/2022,WWW.KOHLS.COM #0873,Shopping,Return,18.78,,,,2022
07/29/2022,07/31/2022,Amazon.com*GX6HW6FC3,Shopping,Sale,-25.4,,,,2022
07/28/2022,07/29/2022,PARK LANE TAVERN FREDRICK,Food & Drink,Sale,-75.14,,,,2022
07/28/2022,07/29/2022,AMZN Mktp US*K46BL3EW3,Shopping,Sale,-23.9,,,,2022
07/26/2022,07/27/2022,CSC SERVICEWORK,Automotive,Sale,-2,,,,2022
07/26/2022,07/28/2022,ASIAN GARDEN,Food & Drink,Sale,-57.8,,,,2022
07/26/2022,07/27/2022,WALGREENS #13989,Health & Wellness,Sale,-27.1,,,,2022
07/25/2022,07/25/2022,Payment Thank You Bill Pa,,Payment,2586.41,,,,2022
07/24/2022,07/25/2022,ADT SECURITY*403437551,Home,Sale,-60.2,,,,2022
07/24/2022,07/25/2022,GIANT FOOD INC #227,Groceries,Sale,-9.61,,,,2022
07/24/2022,07/25/2022,HARRIS TEETER 303,Groceries,Sale,-103.62,,,,2022
07/24/2022,07/26/2022,THE HOME DEPOT 4648,Home,Sale,-88.36,,,,2022
07/23/2022,07/24/2022,MCDONALD'S M7641 OF VA,Food & Drink,Sale,-15.91,,,,2022
07/22/2022,07/24/2022,CLARK'S AUTOMOTIVE INC,Automotive,Sale,-1957.55,,,,2022
07/22/2022,07/24/2022,LONGHORN STEAK 0125333,Food & Drink,Sale,-71.69,,,,2022
07/22/2022,07/24/2022,AT HOME STORE #127,Home,Sale,-106.73,,,,2022
07/22/2022,07/24/2022,BANNERS HALLMARK 32,Shopping,Sale,-31.79,,,,2022
07/21/2022,07/22/2022,BP#4843108GODWIN BP,Gas,Sale,-74.01,,,,2022
07/21/2022,07/24/2022,KOHL'S #0326,Shopping,Return,8.94,,,,2022
07/19/2022,07/21/2022,ALASKA AIR  0272305682325,Travel,Sale,-279,,,,2022
07/18/2022,07/19/2022,WAWA 8644     00086447,Gas,Sale,-69.78,,,,2022
07/18/2022,07/19/2022,WAL-MART #3573,Shopping,Sale,-32.94,,,,2022
07/17/2022,07/18/2022,HARRIS TEETER 303,Groceries,Sale,-146.79,,,,2022
07/17/2022,07/18/2022,HARRIS TEETER 303,Groceries,Sale,-11.65,,,,2022
07/17/2022,07/18/2022,WWW.KOHLS.COM #0873,Shopping,Sale,-8.94,,,,2022
07/16/2022,07/17/2022,SSA-NATIONAL AQUARIUM,Food & Drink,Sale,-5.29,,,,2022
07/16/2022,07/18/2022,THE HOME DEPOT #4648,Home,Sale,-70.1,,,,2022
07/16/2022,07/18/2022,NATIONAL AQUARIUM INC,Travel,Sale,-39.95,,,,2022
07/15/2022,07/17/2022,EMILIO S BRICK OVEN PIZZA,Food & Drink,Sale,-57.26,,,,2022
07/15/2022,07/17/2022,Amazon.com*UW94O9QI3,Shopping,Sale,-10.78,,,,2022
07/14/2022,07/15/2022,VZWRLSS*APOCC VISE,Bills & Utilities,Sale,-130.92,,,,2022
07/14/2022,07/15/2022,HARRIS TEETER 303,Groceries,Sale,-8.75,,,,2022
07/13/2022,07/14/2022,USAA INSURANCE PAYMENT,Bills & Utilities,Sale,-100,,,,2022
07/13/2022,07/13/2022,AMZN Mktp US,Shopping,Return,10.59,,,,2022
07/12/2022,07/13/2022,WWW.KOHLS.COM #0873,Shopping,Sale,-13.46,,,,2022
07/11/2022,07/12/2022,WALGREENS #13989,Health & Wellness,Sale,-24.66,,,,2022
07/11/2022,07/12/2022,WWW.KOHLS.COM #0873,Shopping,Sale,-45.11,,,,2022
07/10/2022,07/11/2022,HARRIS TEETER #303,Groceries,Sale,-136.73,,,,2022
07/09/2022,07/10/2022,NETFLIX.COM,Entertainment,Sale,-8.47,,,,2022
07/08/2022,07/10/2022,AMZN Mktp US*4P9LU1OS3,Shopping,Sale,-10.59,,,,2022
07/07/2022,07/08/2022,WALGREENS #13989,Health & Wellness,Sale,-14.49,,,,2022
07/07/2022,07/07/2022,AMZN Mktp US*JA2LQ1II3,Shopping,Sale,-11.61,,,,2022
07/07/2022,07/08/2022,WWW.KOHLS.COM #0873,Shopping,Sale,-26.99,,,,2022
07/06/2022,07/08/2022,BOB EVANS REST #0259,Food & Drink,Sale,-13.99,,,,2022
07/05/2022,07/06/2022,VERIZON*RECURRING PAY,Bills & Utilities,Sale,-191.05,,,,2022
07/05/2022,07/06/2022,WWW.KOHLS.COM #0873,Shopping,Sale,-64.65,,,,2022
07/03/2022,07/04/2022,OLIVE GARDEN 0021367,Food & Drink,Sale,-8.93,,,,2022
07/03/2022,07/04/2022,AmazonStores,Groceries,Sale,-52.18,,,,2022
07/03/2022,07/04/2022,HARRIS TEETER 303,Groceries,Sale,-149.06,,,,2022
07/02/2022,07/03/2022,BP#4843108GODWIN BP,Gas,Sale,-87.07,,,,2022
07/02/2022,07/03/2022,AMZN Mktp US*948399QN3,Shopping,Sale,-17.49,,,,2022
07/01/2022,07/03/2022,DIGITALOCEAN.COM,Professional Services,Sale,-5,,,,2022
06/30/2022,07/01/2022,APPLE.COM/BILL,Bills & Utilities,Sale,-0.99,,,,2022
06/30/2022,07/03/2022,ASIAN GARDEN,Food & Drink,Sale,-29.45,,,,2022
06/30/2022,07/03/2022,KOHL'S #0326,Shopping,Return,11.02,,,,2022
06/30/2022,07/01/2022,Amazon.com*5F9TR1ZU3,Shopping,Sale,-15.08,,,,2022
06/30/2022,07/01/2022,Amazon.com*ET3NH4PX3,Shopping,Sale,-21.39,,,,2022
06/30/2022,07/01/2022,Amazon.com*KA0HZ5Q63,Shopping,Sale,-14.24,,,,2022
06/30/2022,07/01/2022,Amazon.com*WL38G7TI3,Shopping,Sale,-16.1,,,,2022
06/30/2022,07/01/2022,AMZN Digital*7R67Y50M3,Shopping,Sale,-53,,,,2022
06/29/2022,06/30/2022,GIANT FOOD INC #227,Groceries,Sale,-28.68,,,,2022
06/29/2022,06/30/2022,WALGREENS #13989,Health & Wellness,Sale,-14.52,,,,2022
06/29/2022,06/30/2022,KOHL'S #0326,Shopping,Sale,-11.02,,,,2022
06/28/2022,06/29/2022,AMZN Mktp US*EM0OG8NV3,Shopping,Sale,-9.18,,,,2022
06/27/2022,06/28/2022,SP WILDERNESS SYSTEM,Shopping,Sale,-27.99,,,,2022
06/26/2022,06/27/2022,HARRIS TEETER 303,Groceries,Sale,-118.51,,,,2022
06/25/2022,06/27/2022,WAWA 8644     00086447,Gas,Sale,-31.1,,,,2022
06/24/2022,06/26/2022,ADT SECURITY*403437551,Home,Sale,-60.2,,,,2022
06/24/2022,06/24/2022,Payment Thank You Bill Pa,,Payment,6818.06,,,,2022
06/23/2022,06/24/2022,PARK LANE TAVERN FREDRICK,Food & Drink,Sale,-62.16,,,,2022
06/23/2022,06/24/2022,BARLOW  THOMAS PC,Professional Services,Sale,-302,,,,2022
06/22/2022,06/24/2022,LONGHORN STEAK 0125333,Food & Drink,Sale,-20.27,,,,2022
06/22/2022,06/23/2022,DOLLAR TREE,Shopping,Sale,-16.61,,,,2022
06/21/2022,06/22/2022,AMZN Mktp US*ZD7QQ5N63,Shopping,Sale,-16.95,,,,2022
06/20/2022,06/21/2022,Amazon.com*2F1QM9883,Shopping,Sale,-55,,,,2022
06/19/2022,06/20/2022,HARRIS TEETER 303,Groceries,Sale,-167.88,,,,2022
06/18/2022,06/19/2022,SQ *LAKE PELHAM ADVENTURE,Entertainment,Sale,-5,,,,2022
06/18/2022,06/19/2022,SQ *COUNTRY KETTLE  LLC,Food & Drink,Sale,-7,,,,2022
06/18/2022,06/20/2022,BP#1929355STORE 510167,Gas,Sale,-82.68,,,,2022
06/18/2022,06/19/2022,THE OLE COUNTRY STORE &amp;,Groceries,Sale,-11.55,,,,2022
06/17/2022,06/19/2022,NORTHERN VIRGINIA REG PRK,Bills & Utilities,Sale,-115,,,,2022
06/17/2022,06/19/2022,WALGREENS #13989,Health & Wellness,Sale,-6.42,,,,2022
06/16/2022,06/17/2022,GIANT FOOD INC #227,Groceries,Sale,-15.93,,,,2022
06/16/2022,06/19/2022,HARRIS TEETER 303,Groceries,Sale,-5.13,,,,2022
06/16/2022,06/17/2022,WALGREENS #13989,Health & Wellness,Sale,-9.73,,,,2022
06/15/2022,06/16/2022,DNH*GODADDY.COM,Bills & Utilities,Sale,-120.64,,,,2022
06/14/2022,06/14/2022,VZWRLSS*APOCC VISE,Bills & Utilities,Sale,-127.85,,,,2022
06/13/2022,06/14/2022,USAA INSURANCE PAYMENT,Bills & Utilities,Sale,-99.99,,,,2022
06/13/2022,06/15/2022,OLIVE GARDEN  00013672,Food & Drink,Sale,-11.44,,,,2022
06/13/2022,06/14/2022,WALGREENS #13989,Health & Wellness,Sale,-23.53,,,,2022
06/13/2022,06/15/2022,SALLY BEAUTY #2782,Personal,Sale,-24.13,,,,2022
06/13/2022,06/14/2022,KOHL'S #0326,Shopping,Sale,-8.99,,,,2022
06/12/2022,06/13/2022,BP#4843108GODWIN BP,Gas,Sale,-90.75,,,,2022
06/12/2022,06/13/2022,HARRIS TEETER #303,Groceries,Sale,-103.97,,,,2022
06/11/2022,06/12/2022,KOHL'S #0326,Shopping,Sale,-101.69,,,,2022
06/09/2022,06/10/2022,NETFLIX.COM,Entertainment,Sale,-8.47,,,,2022
06/08/2022,06/09/2022,COLD STONE CREAMERY,Food & Drink,Sale,-13.33,,,,2022
06/07/2022,06/08/2022,GIANT FOOD INC #227,Groceries,Sale,-17.79,,,,2022
06/07/2022,06/08/2022,WALGREENS #13989,Health & Wellness,Sale,-19.23,,,,2022
06/06/2022,06/06/2022,VERIZON*RECURRING PAY,Bills & Utilities,Sale,-191.05,,,,2022
06/06/2022,06/07/2022,HARRIS TEETER 303,Groceries,Sale,-143.3,,,,2022
06/06/2022,06/06/2022,AMZN Mktp US*BX2HX3UT3,Shopping,Sale,-7.36,,,,2022
06/05/2022,06/07/2022,BOB EVANS REST #0537,Food & Drink,Sale,-26.97,,,,2022
06/05/2022,06/06/2022,WAL-MART #5343,Groceries,Sale,-30.79,,,,2022
06/04/2022,06/06/2022,ASIAN GARDEN,Food & Drink,Sale,-48.49,,,,2022
06/04/2022,06/05/2022,7-ELEVEN 32976,Gas,Sale,-11.15,,,,2022
06/02/2022,06/03/2022,Amazon.com*Q73E65UO3,Shopping,Sale,-33.53,,,,2022
06/01/2022,06/02/2022,DIGITALOCEAN.COM,Professional Services,Sale,-5,,,,2022
06/01/2022,06/01/2022,Offer:McDonalds,Fees & Adjustments,Adjustment,1.48,,,,2022
06/01/2022,06/03/2022,STAPLES       00116475,Home,Sale,-6.68,,,,2022
05/31/2022,06/01/2022,WALGREENS #13989,Health & Wellness,Sale,-41.8,,,,2022
05/31/2022,06/01/2022,Amazon.com*1X05L0TI0,Shopping,Sale,-13.49,,,,2022
05/31/2022,06/01/2022,Amazon.com*1X69Q6AM2,Shopping,Sale,-12.91,,,,2022
05/31/2022,06/01/2022,Amazon.com*RZ4ZN0EC3,Shopping,Sale,-5.26,,,,2022
05/31/2022,06/01/2022,Amazon.com*YC86C8XY3,Shopping,Sale,-24.86,,,,2022
05/30/2022,05/31/2022,APPLE.COM/BILL,Bills & Utilities,Sale,-0.99,,,,2022
05/30/2022,05/31/2022,ICI*SVC FEE SPOTSL PMT,Bills & Utilities,Sale,-1.06,,,,2022
05/30/2022,05/31/2022,SPOTSYLVANIA COUNTY,Bills & Utilities,Sale,-36.08,,,,2022
05/30/2022,05/31/2022,DOLLAR TREE,Shopping,Sale,-11.93,,,,2022
05/29/2022,05/30/2022,DQ GRILL &amp; CHILL,Food & Drink,Sale,-8.99,,,,2022
05/29/2022,05/31/2022,7-ELEVEN 32976,Gas,Sale,-78.16,,,,2022
05/29/2022,05/30/2022,BP#4843108GODWIN BP,Gas,Sale,-75.94,,,,2022
05/29/2022,05/30/2022,HARRIS TEETER 303,Groceries,Sale,-103.94,,,,2022
05/29/2022,05/31/2022,KOHL'S #0326,Shopping,Return,54.66,,,,2022
05/29/2022,05/29/2022,Amazon.com*1X0951CQ2,Shopping,Sale,-10.17,,,,2022
05/29/2022,05/30/2022,KOHL'S #0326,Shopping,Sale,-40.26,,,,2022
05/29/2022,05/30/2022,FAIRFIELD INN &amp; SUITES,Travel,Sale,-242.22,,,,2022
05/28/2022,05/30/2022,HOLLYWOODSRESTAURANTANDBA,Food & Drink,Sale,-69.46,,,,2022
05/28/2022,05/29/2022,THE ROLLING RECIPE,Food & Drink,Sale,-9,,,,2022
05/28/2022,05/29/2022,TST* SMOKIN CHIKIN,Food & Drink,Sale,-47.19,,,,2022
05/28/2022,05/29/2022,KROGER FUEL 3208,Gas,Sale,-69.78,,,,2022
05/28/2022,05/30/2022,PILOT         00007229,Gas,Sale,-11,,,,2022
05/28/2022,05/29/2022,PILOT_00722,Gas,Sale,-72.53,,,,2022
05/27/2022,05/29/2022,SQ *GYPSY JANE,Entertainment,Sale,-67.83,,,,2022
05/27/2022,05/30/2022,Mattheessens,Food & Drink,Sale,-8.52,,,,2022
05/27/2022,05/29/2022,MCDONALD'S F7207,Food & Drink,Sale,-14.83,,,,2022
05/27/2022,05/29/2022,SQ *ARCH CAFE LLC,Food & Drink,Sale,-45.92,,,,2022
05/27/2022,05/29/2022,HUCK'S FOOD &amp; FUEL STO,Gas,Sale,-57.68,,,,2022
05/27/2022,05/29/2022,PHILLIPS 66 - PETRO MA,Gas,Sale,-73.17,,,,2022
05/27/2022,05/29/2022,62272 - 105 1ST AVE SOUTH,Travel,Sale,-40,,,,2022
05/27/2022,05/29/2022,GATEWAY ARCH MUSEUM STORE,Travel,Sale,-25,,,,2022
05/27/2022,05/29/2022,GATEWAY ARCH MUSEUM STORE,Travel,Sale,-16.4,,,,2022
05/27/2022,05/29/2022,LACLEDE LANDING PARKING,Travel,Sale,-7,,,,2022
05/27/2022,05/29/2022,NASHVILLE GIFTS,Travel,Sale,-14.24,,,,2022
05/26/2022,05/27/2022,SQ *MTJ ENTERPRISES,Food & Drink,Sale,-32.21,,,,2022
05/25/2022,05/26/2022,GATEWAY ARCH ONLINE,Travel,Sale,-60,,,,2022
05/25/2022,05/25/2022,Payment Thank You Bill Pa,,Payment,8773.27,,,,2022
05/24/2022,05/25/2022,ADT SECURITY*403437551,Home,Sale,-60.2,,,,2022
05/24/2022,05/26/2022,OZARK COOKIE COMPANY,Food & Drink,Sale,-19.39,,,,2022
05/24/2022,05/25/2022,SQ *WOK N ROLL LLC,Food & Drink,Sale,-113.7,,,,2022
05/24/2022,05/26/2022,MENARDS LAKE OZARK MO,Home,Sale,-5.35,,,,2022
05/24/2022,05/25/2022,IPARKIT - SL001 STDM E,Shopping,Sale,-9,,,,2022
05/24/2022,05/25/2022,KOHL'S #1421,Shopping,Sale,-65.6,,,,2022
05/23/2022,05/25/2022,OZARK COOKIE COMPANY,Food & Drink,Sale,-9.7,,,,2022
05/23/2022,05/24/2022,WAL-MART #89,Groceries,Sale,-32.61,,,,2022
05/23/2022,05/24/2022,BLAIRS EVERGREEN LLC,Home,Sale,-10.76,,,,2022
05/22/2022,05/24/2022,soft descriptor,Food & Drink,Sale,-10.42,,,,2022
05/21/2022,05/22/2022,Sergios Mexican Restauran,Food & Drink,Sale,-35.73,,,,2022
05/21/2022,05/22/2022,7-ELEVEN 32977,Gas,Sale,-9.97,,,,2022
05/21/2022,05/22/2022,BP#3673381WINCHESTER FOO,Gas,Sale,-73.93,,,,2022
05/21/2022,05/23/2022,CENEX LAKERS E07083850,Gas,Sale,-66.59,,,,2022
05/21/2022,05/22/2022,CIRCLE K # 01334,Gas,Sale,-81.6,,,,2022
05/21/2022,05/23/2022,SHEETZ 0206   00002063,Gas,Sale,-77.02,,,,2022
05/21/2022,05/22/2022,WALGREENS #7236,Health & Wellness,Sale,-14.13,,,,2022
05/20/2022,05/22/2022,5GUYS 4002 ECOMM,Food & Drink,Sale,-37.16,,,,2022
05/20/2022,05/22/2022,7-ELEVEN 34076,Gas,Sale,-75.85,,,,2022
05/20/2022,05/22/2022,HARRIS TEETER 303,Groceries,Sale,-90.95,,,,2022
05/20/2022,05/22/2022,HARRIS TEETER 303,Groceries,Sale,-5.83,,,,2022
05/19/2022,05/20/2022,CLARK'S AUTOMOTIVE INC,Automotive,Sale,-996.03,,,,2022
05/18/2022,05/19/2022,DQ GRILL &amp; CHILL,Food & Drink,Sale,-8.99,,,,2022
05/17/2022,05/18/2022,HARRIS TEETER 303,Groceries,Sale,-25.58,,,,2022
05/17/2022,05/18/2022,WALGREENS #13989,Health & Wellness,Sale,-20.55,,,,2022
05/15/2022,05/16/2022,HARRIS TEETER 303,Groceries,Sale,-148.96,,,,2022
05/14/2022,05/15/2022,VZWRLSS*APOCC VISE,Bills & Utilities,Sale,-127.85,,,,2022
05/14/2022,05/16/2022,KICKBACK JACKS 51,Food & Drink,Sale,-41.13,,,,2022
05/14/2022,05/15/2022,SQ *SWIRLIE'S SOFT SERVE,Food & Drink,Sale,-13.14,,,,2022
05/14/2022,05/16/2022,7-ELEVEN 32976,Gas,Sale,-5.41,,,,2022
05/13/2022,05/15/2022,USAA INSURANCE PAYMENT,Bills & Utilities,Sale,-99.99,,,,2022
05/13/2022,05/15/2022,IN *MY HANDYPRO  INC.,Home,Sale,-360,,,,2022
05/12/2022,05/13/2022,KICKBACK JACKS 51,Food & Drink,Sale,-27.72,,,,2022
05/12/2022,05/13/2022,DRS TERANGO AND KAY DDS,Health & Wellness,Sale,-72.8,,,,2022
05/12/2022,05/13/2022,KOHL'S #0326,Shopping,Sale,-33.5,,,,2022
05/11/2022,05/12/2022,DAIRY QUEEN #18168,Food & Drink,Sale,-6.57,,,,2022
05/11/2022,05/12/2022,WAL-MART #5343,Groceries,Sale,-20,,,,2022
05/11/2022,05/12/2022,BARLOW  THOMAS PC,Professional Services,Sale,-1080,,,,2022
